Student ID,Name,Batch/Class,Department/Major,Date of Admission,Date of Graduation,Semester-wise GPA,Cumulative GPA,Core Engineering Course Grades,Elective Course Grades,Project/Research Work Evaluation,Hackathon Participation,Paper Presentations,Research Publications,Leadership Roles,Volunteer Work,Certifications,Workshops Attended,Internships,Skills Demonstrated,Attendance Record,Disciplinary Actions,Special Needs/Disabilities,Scholarships/Awards,Year,Gender
99926807,Phillip Clark,Batch 4,Electrical Engineering,2022-04-30,2028-04-24,"[10.635731926133714, 10.48417425643954, 9.840006231354343, 9.686230743862518]",10.16,"['D', 'C', 'D', 'B', 'F']","['D', 'F', 'C']",9.98,Local,3,3,Vice President,True,3,6,2,Medium,86,Probation,Yes,3,4,Female
1182843,Gabrielle Underwood,Batch 2,Civil Engineering,2023-08-30,2025-04-01,"[10.14105521314427, 9.643845655605574]",9.89,"['B', 'D', 'F', 'A', 'F']","['B', 'F', 'A']",8.33,National,4,0,Treasurer,False,2,0,4,Low,89,Warning,,1,2,Male
77240552,Taylor Castro MD,Batch 4,Mechanical Engineering,2023-05-26,2025-03-12,"[10.257805570602024, 9.936637806721816, 10.337755261910088, 10.006616457921526]",10.13,"['B', 'B', 'D', 'B', 'D']","['D', 'D', 'D']",8.74,National,4,0,Vice President,True,6,1,4,Medium,81,,,2,4,Female
14108646,Jonathan Simmons,Batch 1,Computer Science Engineering,2024-04-08,2027-03-07,[9.701114921739638],9.7,"['B', 'F', 'B', 'C', 'B']","['A', 'B', 'F']",7.79,International,4,3,Vice President,True,1,7,0,Medium,81,Probation,,3,1,Female
81324403,Ruth Davis,Batch 2,Computer Science Engineering,2021-09-13,2026-12-05,"[11.207970759268342, 9.194143170133083]",10.2,"['B', 'D', 'C', 'A', 'F']","['B', 'C', 'D']",8.78,National,2,1,None,False,2,9,2,Medium,92,Warning,,2,2,Male
66411656,Patrick Vargas,Batch 4,Electronics Communication Engineering,2021-07-26,2027-07-27,"[10.225010269305725, 9.95323210172286, 9.914147469341744, 9.496533394369212]",9.9,"['C', 'F', 'D', 'C', 'D']","['D', 'B', 'F']",9.25,Local,0,0,President,True,3,8,2,High,83,Probation,,1,4,Female
56171029,Jordan Stevens,Batch 3,Electrical Engineering,2020-09-12,2025-02-18,"[9.768788647993494, 10.312280578213104, 10.301332615605375]",10.13,"['A', 'F', 'F', 'D', 'B']","['D', 'F', 'A']",8.5,National,5,1,Vice President,True,4,7,2,High,88,Probation,Yes,1,3,Female
2766914,Corey Obrien DDS,Batch 1,Electrical Engineering,2024-03-09,2027-09-18,[9.414018742183803],9.41,"['B', 'A', 'F', 'F', 'D']","['B', 'C', 'C']",7.47,None,3,0,None,False,2,4,3,High,78,Warning,Yes,5,1,Male
97470243,Michael Lopez,Batch 3,Electrical Engineering,2021-08-30,2026-07-12,"[9.22656535511438, 9.406531216471613, 9.793086844345664]",9.48,"['B', 'B', 'B', 'C', 'D']","['C', 'B', 'C']",8.97,Local,5,0,President,True,8,7,4,Medium,85,Probation,,1,3,Male
73184211,Connie Hughes,Batch 3,Electrical Engineering,2021-02-07,2026-12-25,"[10.508553851329957, 10.45717190297725, 10.668103476676338]",10.54,"['A', 'F', 'C', 'D', 'F']","['F', 'D', 'F']",9.27,National,0,1,President,True,1,8,3,Low,92,Warning,Yes,5,3,Female
19065572,Christopher Perry,Batch 2,Civil Engineering,2020-05-06,2026-11-11,"[9.876467933074343, 9.56948130455344]",9.72,"['D', 'D', 'F', 'F', 'F']","['A', 'D', 'B']",8.33,None,4,3,Vice President,False,4,7,3,High,88,Warning,,3,2,Male
4176542,Gabriel Stephens,Batch 3,Mechanical Engineering,2020-01-20,2025-06-10,"[9.199459559358685, 10.473703188716335, 10.018535488793553]",9.9,"['B', 'C', 'C', 'B', 'C']","['B', 'C', 'D']",9.62,International,0,3,Vice President,True,9,6,3,Medium,85,Probation,,2,3,Female
84101745,William Flores,Batch 2,Mechanical Engineering,2023-01-26,2028-09-12,"[10.317404746276079, 10.734080865652054]",10.53,"['A', 'D', 'B', 'A', 'C']","['C', 'F', 'B']",9.1,Local,5,2,Vice President,True,8,1,1,Medium,77,Warning,Yes,0,2,Female
21872812,Nathan Stewart,Batch 2,Mechanical Engineering,2020-09-15,2024-12-17,"[10.211873903334649, 10.66401709842554]",10.44,"['A', 'F', 'D', 'B', 'B']","['F', 'F', 'A']",7.5,National,1,1,Vice President,True,4,8,4,Medium,76,,,0,2,Male
30337133,Bryan Castro,Batch 1,Mechanical Engineering,2023-06-03,2025-03-25,[9.595640657535851],9.6,"['F', 'F', 'B', 'A', 'F']","['A', 'A', 'B']",7.34,National,4,3,Vice President,False,10,4,3,High,92,,Yes,1,1,Male
9307531,Eric Wilson,Batch 4,Computer Science Engineering,2022-09-16,2026-03-27,"[9.991568170953846, 9.65172984926679, 10.110549466800883, 10.556533163862092]",10.08,"['F', 'F', 'B', 'A', 'A']","['C', 'C', 'C']",8.89,National,0,1,None,True,4,7,3,High,95,Probation,Yes,2,4,Male
95383552,Stephanie Johnson,Batch 3,Electrical Engineering,2022-04-16,2028-09-19,"[10.594423037733096, 10.104453144110842, 9.78973435119534]",10.16,"['B', 'A', 'C', 'A', 'A']","['F', 'F', 'A']",7.47,None,2,0,President,True,0,2,0,High,98,,Yes,1,3,Female
86624506,Lori Gibson,Batch 3,Mechanical Engineering,2024-03-29,2025-12-23,"[9.870296747291075, 9.628865681930264, 9.804083994709359]",9.77,"['F', 'C', 'D', 'F', 'B']","['F', 'D', 'C']",8.52,None,4,0,President,True,7,10,0,Medium,92,Warning,Yes,3,3,Female
32411976,Carrie Parsons,Batch 1,Electronics Communication Engineering,2023-08-03,2026-08-14,[9.62192896798496],9.62,"['F', 'F', 'B', 'C', 'F']","['B', 'F', 'F']",9.97,None,1,3,President,False,2,2,2,Medium,80,,Yes,5,1,Male
21639018,Alex White,Batch 1,Civil Engineering,2024-05-31,2027-01-09,[10.124956709376603],10.12,"['D', 'B', 'B', 'C', 'F']","['B', 'A', 'C']",9.18,Local,1,1,Treasurer,True,0,0,2,Medium,84,Warning,Yes,5,1,Female
53320121,Martha Walsh,Batch 1,Electronics Communication Engineering,2020-03-19,2026-09-28,[10.411300616743281],10.41,"['A', 'F', 'A', 'C', 'F']","['A', 'B', 'F']",9.71,None,1,3,None,False,2,10,4,Low,94,Probation,Yes,5,1,Female
3344283,Tyler Hicks,Batch 4,Electronics Communication Engineering,2020-11-24,2026-01-18,"[9.656350200469566, 9.87781025322066, 9.490944432881829, 9.946921248393485]",9.74,"['A', 'A', 'F', 'D', 'A']","['F', 'F', 'A']",9.89,National,1,1,Vice President,True,3,2,0,High,83,Warning,,5,4,Female
62934764,Christopher Allen,Batch 4,Electrical Engineering,2023-04-05,2026-04-21,"[9.985252678549122, 10.678717227738957, 10.355576769538636, 9.41574824864838]",10.11,"['A', 'C', 'D', 'C', 'F']","['D', 'A', 'F']",8.16,None,1,2,President,True,9,4,0,Medium,77,Warning,,3,4,Male
40478334,Sean Perez,Batch 4,Electrical Engineering,2023-06-16,2025-06-06,"[9.446704058137371, 10.417770469092934, 10.246728078956863, 10.817223529562252]",10.23,"['A', 'F', 'A', 'F', 'A']","['C', 'B', 'A']",9.99,International,5,3,None,False,7,4,3,Medium,99,Probation,,5,4,Male
96107372,Mary Martinez,Batch 4,Computer Science Engineering,2020-05-15,2027-05-29,"[10.598112762586718, 9.7000853297077, 9.491900748142779, 9.52453923346939]",9.83,"['B', 'A', 'C', 'F', 'A']","['D', 'A', 'D']",8.96,Local,1,2,Vice President,False,1,8,1,Medium,97,Probation,Yes,2,4,Male
66030709,Cindy Brock,Batch 2,Computer Science Engineering,2019-12-23,2028-02-14,"[9.987936109340467, 10.827128937896362]",10.41,"['A', 'A', 'A', 'A', 'D']","['D', 'A', 'D']",9.93,Local,4,2,Vice President,False,1,2,3,Medium,97,Warning,,0,2,Male
1237710,Robert Proctor,Batch 2,Electronics Communication Engineering,2022-02-01,2027-01-17,"[9.20603654928115, 10.33653499159503]",9.77,"['D', 'B', 'A', 'D', 'D']","['D', 'A', 'A']",7.73,International,5,3,President,False,10,2,0,High,99,,,3,2,Female
90678444,Cassidy Johnson,Batch 1,Electronics Communication Engineering,2021-01-24,2027-02-18,[9.75206663926172],9.75,"['C', 'B', 'B', 'C', 'D']","['B', 'D', 'F']",7.51,International,2,2,None,True,3,5,1,Medium,100,,Yes,0,1,Male
67026507,Christopher Valdez Jr.,Batch 4,Computer Science Engineering,2019-11-23,2027-09-28,"[9.946629315614427, 9.884491459044476, 9.86899411860619, 9.893914249681478]",9.9,"['F', 'B', 'D', 'D', 'B']","['A', 'F', 'C']",7.43,Local,0,3,Vice President,False,5,7,1,High,100,Warning,,4,4,Female
87528211,Michael White,Batch 4,Electrical Engineering,2022-02-16,2027-07-07,"[10.454177577812143, 10.679763776335447, 9.727040239157073, 10.625545151622113]",10.37,"['C', 'C', 'A', 'B', 'C']","['F', 'A', 'C']",9.77,Local,4,2,None,True,1,6,1,Medium,100,Warning,,3,4,Female
32565063,Ian Hayes,Batch 4,Computer Science Engineering,2021-07-10,2026-05-23,"[10.30006619679242, 9.450995668834718, 9.146510072846576, 9.830601616503833]",9.68,"['C', 'B', 'C', 'B', 'C']","['A', 'D', 'F']",8.81,International,0,1,President,False,10,1,0,High,77,Probation,,4,4,Male
6794183,Samuel Santiago,Batch 4,Electronics Communication Engineering,2019-12-05,2027-08-08,"[10.27318751019678, 9.83628008899217, 9.851357078665016, 10.231086030838453]",10.05,"['A', 'C', 'F', 'F', 'A']","['B', 'B', 'C']",9.62,Local,5,0,Treasurer,True,5,8,1,Medium,80,Warning,,1,4,Female
3748451,Joseph Elliott,Batch 3,Mechanical Engineering,2021-08-01,2025-10-11,"[10.850553239003686, 10.23053716664541, 9.61591999562931]",10.23,"['B', 'D', 'D', 'D', 'C']","['B', 'A', 'D']",8.87,Local,0,2,Treasurer,True,10,0,2,Medium,79,Warning,,4,3,Male
19389214,Johnny Roth,Batch 4,Civil Engineering,2023-05-24,2024-12-28,"[9.842079139962458, 9.652656660142313, 10.412707048851527, 9.905441667095591]",9.95,"['F', 'A', 'C', 'A', 'B']","['F', 'A', 'A']",8.01,Local,4,1,President,False,2,3,3,Medium,99,Probation,,2,4,Female
92012510,Ricky Bentley,Batch 1,Computer Science Engineering,2023-12-20,2027-11-25,[9.422407145274201],9.42,"['C', 'F', 'C', 'F', 'F']","['A', 'A', 'D']",9.61,National,1,0,None,False,8,6,2,Medium,87,Warning,Yes,5,1,Male
11301443,Kelly Lee,Batch 2,Computer Science Engineering,2021-03-04,2025-07-25,"[10.711176950806077, 10.60871772250939]",10.66,"['A', 'A', 'C', 'C', 'A']","['D', 'A', 'B']",9.45,International,0,1,Treasurer,True,6,9,0,Medium,83,Warning,Yes,4,2,Male
31601982,Luis Johnson,Batch 2,Electronics Communication Engineering,2023-02-13,2026-11-08,"[10.272363987384665, 9.69351555120876]",9.98,"['B', 'B', 'C', 'D', 'A']","['C', 'F', 'F']",9.77,International,1,0,None,False,7,10,4,Low,81,Warning,,0,2,Male
56759476,Daniel Walker,Batch 3,Computer Science Engineering,2021-12-11,2027-04-30,"[9.973733491705262, 10.125627801092712, 10.014318010482413]",10.04,"['F', 'C', 'C', 'C', 'D']","['C', 'C', 'A']",8.03,International,2,2,Vice President,True,6,2,1,High,88,,Yes,2,3,Male
67002964,Laura Mueller,Batch 2,Computer Science Engineering,2024-04-23,2025-03-13,"[10.266044682435648, 9.21475054048377]",9.74,"['B', 'D', 'B', 'D', 'A']","['D', 'B', 'C']",9.51,Local,1,2,President,False,2,3,4,High,91,Probation,,1,2,Male
74791932,April Nguyen,Batch 4,Electronics Communication Engineering,2019-12-03,2025-04-21,"[9.582154048261541, 10.27483754830378, 9.830360353834536, 8.856456239894532]",9.64,"['C', 'F', 'C', 'D', 'C']","['D', 'F', 'C']",9.26,International,0,1,President,False,6,1,2,High,79,,Yes,4,4,Female
73047308,Susan Martinez,Batch 3,Electrical Engineering,2019-11-11,2028-05-05,"[9.025917817132058, 10.157583605603023, 9.940727517123687]",9.71,"['A', 'D', 'B', 'A', 'A']","['C', 'F', 'C']",7.51,Local,0,0,None,True,1,5,1,Low,93,Probation,Yes,1,3,Male
2990150,Carl Foster,Batch 2,Mechanical Engineering,2021-06-18,2025-06-29,"[9.512175750830608, 10.182654329505864]",9.85,"['F', 'C', 'A', 'F', 'C']","['C', 'F', 'C']",9.55,International,2,3,Treasurer,True,9,4,2,Low,82,Probation,,2,2,Female
8647532,Michelle Lawson,Batch 3,Mechanical Engineering,2022-04-06,2025-12-27,"[9.71275781139584, 9.744597770242569, 10.430357312435001]",9.96,"['A', 'D', 'B', 'F', 'A']","['F', 'C', 'B']",9.19,None,1,3,None,True,9,10,2,Low,99,Probation,Yes,3,3,Male
63839939,Barbara King,Batch 2,Electronics Communication Engineering,2024-08-12,2027-11-29,"[10.224113842962398, 9.999540203964532]",10.11,"['F', 'F', 'A', 'D', 'B']","['B', 'B', 'A']",9.12,International,4,1,Treasurer,False,10,9,1,Medium,85,,,5,2,Female
83532026,James Kirk,Batch 3,Computer Science Engineering,2021-05-31,2027-11-23,"[10.212726376421669, 10.411245402472133, 9.680066754191914]",10.1,"['B', 'B', 'A', 'B', 'D']","['C', 'D', 'D']",9.59,International,2,0,President,False,1,6,2,Low,80,,Yes,3,3,Female
83313888,Donald Johnson,Batch 4,Computer Science Engineering,2023-09-08,2025-06-26,"[8.516507406876038, 10.283701786493108, 9.611261659372133, 10.12426298480917]",9.63,"['B', 'B', 'A', 'C', 'A']","['A', 'F', 'C']",9.28,None,1,3,President,False,5,4,0,Medium,84,Warning,Yes,4,4,Male
77248672,Stephanie Kemp,Batch 2,Civil Engineering,2021-02-21,2027-03-14,"[9.256216100357738, 10.13633777504146]",9.7,"['A', 'A', 'C', 'B', 'B']","['F', 'B', 'B']",8.24,National,2,2,Treasurer,False,8,6,2,Medium,76,,,5,2,Female
92734712,Jason Gonzalez,Batch 3,Computer Science Engineering,2023-07-21,2028-08-12,"[10.040977600382377, 9.586412193804271, 10.540353319283536]",10.06,"['D', 'A', 'C', 'C', 'D']","['F', 'F', 'F']",8.64,Local,3,1,Treasurer,False,4,10,2,Medium,76,,Yes,3,3,Male
99906240,Maureen Martin,Batch 2,Electrical Engineering,2022-06-07,2027-04-04,"[10.570777815194209, 9.284328698507094]",9.93,"['C', 'A', 'A', 'B', 'A']","['F', 'C', 'F']",7.86,Local,5,2,President,False,7,0,2,Medium,81,Warning,Yes,0,2,Female
83146380,Aaron Holmes,Batch 2,Electronics Communication Engineering,2022-11-05,2028-09-26,"[10.222044554555959, 9.674726357827938]",9.95,"['A', 'C', 'A', 'B', 'B']","['C', 'C', 'C']",9.52,International,3,3,Treasurer,True,6,5,0,Low,79,,Yes,3,2,Male
34190398,Helen White,Batch 4,Electronics Communication Engineering,2023-01-02,2025-07-04,"[10.43396597234614, 10.033478404179839, 9.539571462833742, 9.925411603070282]",9.98,"['A', 'A', 'F', 'A', 'F']","['A', 'C', 'A']",9.08,None,0,2,None,True,3,1,2,Medium,93,,Yes,2,4,Female
9970940,Megan Schroeder,Batch 2,Electrical Engineering,2024-05-14,2027-03-27,"[9.636428305769114, 9.37807993603229]",9.51,"['C', 'B', 'F', 'D', 'C']","['A', 'F', 'A']",9.24,None,0,1,None,False,4,6,2,High,92,Warning,,5,2,Male
77683758,Mary Smith,Batch 4,Computer Science Engineering,2024-08-01,2025-04-27,"[9.926136942686412, 9.987185847199122, 9.152219509700908, 9.224461534871622]",9.57,"['C', 'A', 'A', 'D', 'D']","['D', 'F', 'D']",8.6,International,2,0,Vice President,False,0,7,1,High,79,,,2,4,Male
75771002,Michelle Baker,Batch 4,Mechanical Engineering,2023-10-19,2028-10-12,"[10.140749590858205, 9.65962484173574, 9.85695709529281, 9.995546534418562]",9.91,"['D', 'A', 'F', 'F', 'B']","['D', 'D', 'D']",7.13,None,5,3,Vice President,True,10,5,1,Low,90,Warning,,0,4,Female
67673609,Kristina Kline,Batch 1,Civil Engineering,2022-08-31,2025-06-20,[9.970769908593224],9.97,"['C', 'A', 'B', 'C', 'B']","['B', 'C', 'B']",8.5,None,3,1,Treasurer,False,10,6,3,Low,94,,Yes,4,1,Female
50343670,Matthew Sharp,Batch 4,Electrical Engineering,2022-08-10,2027-12-05,"[9.037420320602818, 9.73431503508372, 9.771300263391653, 10.682767547629533]",9.81,"['A', 'F', 'A', 'C', 'A']","['C', 'C', 'B']",8.97,National,2,1,Treasurer,True,6,4,2,High,99,Probation,Yes,1,4,Male
89522886,Jonathan Lee,Batch 2,Mechanical Engineering,2021-07-08,2026-08-09,"[10.227326369209166, 10.079045643185392]",10.15,"['D', 'D', 'A', 'F', 'F']","['C', 'F', 'D']",7.04,National,2,3,President,False,3,10,3,Medium,96,,Yes,3,2,Male
80616182,Shelby Bailey,Batch 4,Electrical Engineering,2024-03-07,2025-10-01,"[9.189590872628106, 10.211098959780433, 8.786486555601623, 9.266762950818348]",9.36,"['C', 'C', 'A', 'F', 'A']","['C', 'A', 'C']",9.65,National,1,2,Treasurer,False,1,7,1,Low,96,Warning,Yes,4,4,Male
41430745,Traci Stewart,Batch 2,Electronics Communication Engineering,2022-01-18,2028-10-05,"[10.517099723385327, 10.472819201029068]",10.49,"['C', 'B', 'B', 'F', 'D']","['A', 'B', 'F']",8.64,Local,2,3,Treasurer,True,5,8,0,Low,96,Warning,,2,2,Male
85353281,Laura Leon,Batch 4,Electronics Communication Engineering,2020-10-18,2025-03-11,"[10.450030616294388, 10.200921188608906, 10.04012460378083, 9.11958562854214]",9.95,"['B', 'F', 'D', 'D', 'C']","['B', 'B', 'D']",8.35,International,5,3,Treasurer,True,2,9,2,Low,94,Warning,,0,4,Female
72689130,Elizabeth Hartman,Batch 2,Mechanical Engineering,2021-02-12,2024-12-26,"[10.125750973007055, 9.114047574249438]",9.62,"['B', 'A', 'A', 'A', 'C']","['F', 'D', 'D']",8.74,None,5,1,President,False,7,2,3,Low,96,Warning,,2,2,Female
24585594,Chelsea Bryant,Batch 2,Electronics Communication Engineering,2020-12-06,2026-07-19,"[10.85809194683696, 9.316657001019864]",10.09,"['D', 'A', 'F', 'B', 'F']","['C', 'A', 'D']",7.16,None,3,0,Vice President,True,10,0,2,Medium,94,Probation,,5,2,Female
583160,Brittany Clark,Batch 3,Electronics Communication Engineering,2023-04-10,2025-08-23,"[10.469160280890616, 10.39930748055487, 9.44895637755841]",10.11,"['C', 'F', 'B', 'B', 'C']","['B', 'A', 'C']",9.17,Local,0,2,President,False,3,8,4,Medium,82,Probation,Yes,0,3,Female
1788188,Patricia Jacobs,Batch 2,Civil Engineering,2022-10-23,2026-05-01,"[9.616817118175112, 10.653183875138382]",10.14,"['F', 'C', 'C', 'A', 'C']","['F', 'F', 'B']",8.25,Local,0,1,President,True,6,7,3,High,89,,,1,2,Female
83165924,Krystal Marshall,Batch 1,Mechanical Engineering,2023-05-19,2028-05-21,[10.204356440663434],10.2,"['C', 'A', 'F', 'C', 'C']","['D', 'C', 'D']",9.95,National,1,2,Treasurer,False,8,2,3,High,88,Warning,,2,1,Male
27233660,Shawna Brown,Batch 1,Computer Science Engineering,2022-08-31,2025-11-15,[9.739670137804707],9.74,"['D', 'A', 'A', 'C', 'F']","['B', 'C', 'D']",8.91,Local,1,3,None,True,10,1,3,High,88,Warning,Yes,3,1,Male
66574346,Albert Webb,Batch 4,Mechanical Engineering,2020-12-24,2027-05-31,"[10.499631512560386, 9.709626966249003, 10.27278583188985, 9.97123012672317]",10.11,"['B', 'F', 'C', 'F', 'D']","['B', 'B', 'A']",7.35,Local,2,3,Treasurer,False,10,10,3,Medium,80,Warning,,3,4,Female
40590081,Julie Allen,Batch 1,Electronics Communication Engineering,2021-06-28,2025-01-24,[9.787198243354792],9.79,"['A', 'C', 'A', 'B', 'A']","['F', 'C', 'F']",7.26,International,2,1,Treasurer,True,1,5,4,Low,93,,Yes,1,1,Male
95344875,Mary Martin,Batch 3,Civil Engineering,2022-02-10,2027-07-31,"[9.493433497537689, 9.539342447581, 9.65478763028584]",9.56,"['D', 'C', 'C', 'A', 'D']","['A', 'F', 'F']",8.94,Local,2,0,Vice President,True,0,7,2,Medium,96,,Yes,0,3,Male
81468996,Chad Osborne,Batch 4,Mechanical Engineering,2024-08-18,2025-11-15,"[9.5707431715172, 9.93387876994461, 9.829636828194056, 10.803132812956271]",10.03,"['A', 'C', 'D', 'C', 'C']","['F', 'D', 'F']",7.06,International,5,0,President,False,1,4,2,High,98,Probation,Yes,5,4,Male
58517916,Michael Cordova,Batch 4,Mechanical Engineering,2023-02-20,2027-01-15,"[10.01597092199734, 10.912673289561871, 10.338619892488182, 9.656772023000329]",10.23,"['B', 'B', 'C', 'A', 'C']","['A', 'F', 'C']",9.99,None,4,2,Vice President,True,0,3,4,Medium,89,Warning,,2,4,Female
38133382,Victoria Gonzalez,Batch 4,Electrical Engineering,2022-02-25,2026-08-24,"[9.655484993283222, 10.44080640761335, 9.845777163725181, 11.19606201162442]",10.28,"['D', 'F', 'C', 'A', 'C']","['C', 'C', 'C']",8.9,International,1,3,Treasurer,False,0,0,3,Medium,88,Probation,,4,4,Female
12771925,Theresa Duke,Batch 2,Civil Engineering,2022-01-14,2025-11-01,"[9.780539779661083, 9.738201376186822]",9.76,"['A', 'A', 'F', 'F', 'C']","['B', 'A', 'C']",7.44,International,0,1,Treasurer,False,10,9,3,High,77,Warning,Yes,0,2,Male
17929479,Andrea Moore,Batch 4,Civil Engineering,2021-02-18,2026-10-10,"[10.250001182853024, 10.057745522208313, 10.088712646163499, 10.766268931387525]",10.29,"['B', 'A', 'A', 'A', 'B']","['B', 'B', 'B']",9.78,None,5,0,President,False,9,6,1,High,93,,Yes,3,4,Male
36601459,Michele Cruz,Batch 2,Electronics Communication Engineering,2020-04-19,2026-01-27,"[9.3730875964569, 10.369277700236053]",9.87,"['C', 'D', 'F', 'D', 'D']","['A', 'D', 'D']",8.44,National,0,2,Treasurer,True,7,1,3,High,77,,Yes,2,2,Female
47196510,Brandon Randall,Batch 1,Mechanical Engineering,2021-09-12,2028-02-07,[10.053872229941712],10.05,"['B', 'C', 'A', 'F', 'D']","['B', 'A', 'B']",8.13,International,2,2,Vice President,True,8,2,0,Medium,88,,,0,1,Male
63080054,Christina Torres,Batch 2,Electronics Communication Engineering,2021-05-21,2026-09-07,"[10.197329960423428, 10.064538416198046]",10.13,"['D', 'F', 'F', 'B', 'B']","['F', 'A', 'D']",8.94,None,1,1,None,True,1,6,2,High,100,Probation,,1,2,Male
91693546,Kristina Bryant,Batch 2,Electrical Engineering,2023-07-12,2027-05-20,"[9.849541493913186, 9.238206097945044]",9.54,"['F', 'A', 'C', 'B', 'C']","['D', 'F', 'F']",9.86,International,2,1,Vice President,True,0,10,1,Medium,86,Warning,Yes,4,2,Male
71829835,Joshua Houston,Batch 2,Computer Science Engineering,2023-02-09,2026-10-11,"[11.061723979915568, 9.973232635729365]",10.52,"['A', 'C', 'A', 'B', 'F']","['D', 'D', 'F']",7.94,None,3,0,Treasurer,True,3,3,1,Low,81,Probation,Yes,4,2,Female
59672550,Sara Tucker,Batch 4,Computer Science Engineering,2024-02-28,2025-04-16,"[10.830813383974556, 9.997125985634515, 10.881520803860692, 9.913352419312117]",10.41,"['A', 'A', 'D', 'B', 'F']","['B', 'D', 'F']",8.34,None,4,1,Treasurer,True,2,2,3,High,78,,Yes,5,4,Female
59195895,Kevin May,Batch 1,Electronics Communication Engineering,2021-01-02,2025-06-09,[9.899135427883301],9.9,"['D', 'F', 'A', 'C', 'D']","['C', 'B', 'B']",7.49,None,1,3,President,False,1,5,0,High,79,,Yes,1,1,Female
42677978,Jennifer Henderson,Batch 2,Civil Engineering,2020-12-03,2027-04-18,"[9.481534862603466, 10.216671816859899]",9.85,"['D', 'B', 'B', 'A', 'D']","['C', 'B', 'A']",7.11,International,4,2,None,False,1,1,3,High,80,Warning,Yes,4,2,Female
51221143,Christopher Gonzalez,Batch 2,Electrical Engineering,2023-01-14,2026-04-11,"[9.71061289870406, 10.03752041192926]",9.87,"['A', 'A', 'D', 'C', 'D']","['C', 'C', 'F']",8.43,Local,1,0,President,False,0,7,1,Low,80,Warning,Yes,4,2,Female
39592184,Kaitlyn Roberts,Batch 3,Civil Engineering,2021-03-05,2028-09-12,"[10.236174518773836, 9.47785370205629, 9.785027540774735]",9.83,"['C', 'B', 'A', 'F', 'B']","['F', 'B', 'A']",8.11,None,4,2,Treasurer,True,1,4,4,High,81,,,3,3,Female
48865200,Mariah Jones,Batch 4,Mechanical Engineering,2024-04-05,2025-02-14,"[10.00878209144225, 9.876368937280375, 10.318203385945159, 9.663046688908276]",9.97,"['C', 'F', 'C', 'C', 'C']","['D', 'D', 'A']",8.11,International,0,0,Vice President,True,7,0,4,High,97,,,1,4,Male
72320877,Wayne Hines,Batch 3,Electronics Communication Engineering,2023-03-11,2028-09-03,"[10.451400831824115, 10.477685024085154, 9.981020903055137]",10.3,"['C', 'F', 'B', 'A', 'C']","['B', 'D', 'C']",9.81,International,3,2,President,True,4,10,0,Low,95,Probation,Yes,0,3,Male
44351416,Mr. Jeremy Taylor DDS,Batch 2,Computer Science Engineering,2021-06-05,2027-11-06,"[9.995657828230614, 9.854360196556932]",9.93,"['A', 'B', 'B', 'D', 'C']","['B', 'F', 'D']",8.35,Local,4,1,President,True,7,10,4,Medium,80,,,4,2,Female
59909440,Vanessa Velasquez,Batch 4,Mechanical Engineering,2023-11-11,2025-08-23,"[9.758262150715352, 9.130613811015373, 10.202146935826269, 9.962003643898589]",9.76,"['F', 'B', 'C', 'B', 'C']","['A', 'C', 'B']",8.78,International,4,2,None,True,10,1,3,Low,76,Warning,Yes,5,4,Female
45246404,David Fitzgerald,Batch 1,Mechanical Engineering,2021-10-25,2026-09-15,[10.112110342231711],10.11,"['F', 'A', 'A', 'F', 'A']","['B', 'F', 'F']",9.27,International,1,3,None,False,5,8,3,Low,91,Warning,,1,1,Male
27194392,Robin Yoder,Batch 3,Mechanical Engineering,2022-02-22,2028-03-14,"[10.246880257025152, 10.264273934296991, 9.602750874069894]",10.04,"['C', 'A', 'B', 'A', 'C']","['B', 'A', 'F']",8.1,Local,3,3,President,False,8,7,3,Low,86,Probation,Yes,3,3,Male
79964001,Samantha Green,Batch 3,Civil Engineering,2020-12-18,2026-03-08,"[10.492415695717707, 9.409961366649716, 9.988185789780339]",9.96,"['F', 'A', 'F', 'A', 'A']","['D', 'B', 'B']",9.05,International,4,1,Treasurer,False,0,10,1,Medium,81,,Yes,0,3,Female
92471025,Sheila Edwards,Batch 2,Mechanical Engineering,2021-07-08,2026-07-06,"[10.175422574871952, 9.948138717072304]",10.06,"['C', 'A', 'C', 'A', 'B']","['F', 'A', 'A']",8.31,National,0,2,None,False,3,7,4,High,81,,,2,2,Female
59309615,Isaac Moses,Batch 4,Mechanical Engineering,2022-02-25,2025-08-27,"[10.078397083784527, 10.613224296238135, 10.04009357217105, 9.28322743246752]",10.0,"['A', 'C', 'D', 'B', 'A']","['A', 'A', 'D']",7.71,National,1,2,None,False,1,10,4,High,97,Warning,Yes,2,4,Male
1439498,Linda Clark,Batch 4,Electrical Engineering,2021-05-17,2027-12-17,"[9.26446594825057, 10.425877525124152, 10.556889000870104, 10.449093060233665]",10.17,"['D', 'B', 'C', 'D', 'C']","['B', 'C', 'C']",7.21,National,1,2,Vice President,True,10,4,2,Low,92,Probation,Yes,3,4,Male
5531166,Amanda Kelly,Batch 1,Electrical Engineering,2019-12-31,2028-07-25,[10.475824784102286],10.48,"['B', 'D', 'A', 'B', 'C']","['A', 'A', 'D']",9.06,None,0,2,President,True,1,6,4,High,79,Warning,,1,1,Female
